date,vehicle_id,vehicle_type,Mahalle,demand_score,crane_needed,Mahalle_canon,Mahalle_canon_fixed,Mahalle_norm
2025-12-25,3286,Large Garbage Truck,Kizilcikli Mh.,0.2527762888390717,0,kizilcikli mh.,kizilcikli mh.,kizilcikli mh.
2025-12-25,2679,Large Garbage Truck,Kurtulus Mh.,0.2491487446301427,0,kurtulus mh.,kurtulus mh.,kurtulus mh.
2025-12-25,2679,Large Garbage Truck,Dogankoy Mh.,0.138985568603334,0,dogankoy mh.,dogankoy mh.,dogankoy mh.
2025-12-25,2679,Large Garbage Truck,Dagyeni̇ce Mh.,0.1386399038283848,0,dagyenice mh.,dagyenice mh.,dagyenice mh.
2025-12-25,2679,Large Garbage Truck,Hasanaga Mh.,0.1376963364062833,0,hasanaga mh.,hasanaga mh.,hasanaga mh.
2025-12-25,2679,Large Garbage Truck,Gungoren Mh.,0.124078572120663,0,gungoren mh.,gungoren mh.,gungoren mh.
2025-12-25,9935,Large Garbage Truck,Fadilli Mh.,0.1123540475439963,0,fadilli mh.,fadilli mh.,fadilli mh.
2025-12-25,9935,Large Garbage Truck,Yolcati Mh.,0.1117944195414855,0,yolcati mh.,yolcati mh.,yolcati mh.
2025-12-25,9935,Large Garbage Truck,Uncukuru Mh.,0.0770792355514275,0,uncukuru mh.,uncukuru mh.,uncukuru mh.
2025-12-25,4582,Crane Vehicle,Besevler Mh.,0.0735193755718485,1,besevler mh.,besevler mh.,besevler mh.
2025-12-25,9935,Large Garbage Truck,Korubasi Mh.,0.0653751182631657,0,korubasi mh.,korubasi mh.,korubasi mh.
2025-12-25,4582,Crane Vehicle,Altinsehi̇r Mh.,0.0576438259169127,1,altinsehir mh.,altinsehir mh.,altinsehir mh.
2025-12-25,9935,Large Garbage Truck,Ayvakoy Mh.,0.0303214480367227,0,ayvakoy mh.,ayvakoy mh.,ayvakoy mh.
2025-12-25,9935,Large Garbage Truck,Kurucesme Mh.,0.0247017211099782,0,kurucesme mh.,kurucesme mh.,kurucesme mh.
2025-12-25,9935,Large Garbage Truck,Maksempinar Mh.,0.0214963669470393,0,maksempinar mh.,maksempinari mh.,maksempinari mh.
