date,vehicle_id,total_dist_km,total_idle_sec,total_stop_sec,first_ts,last_ts,odo_min,odo_max,records,odo_dist_km,work_duration_sec,total_idle_hr,total_stop_hr,work_duration_hr
2025-12-21,4811,213069.94,18167.0,4151214.0,2025-12-21 00:05:41,2025-12-21 23:54:11,284424.35,284491.03,1279,66.68000000005122,85710.0,5.046388888888889,1153.115,23.808333333333334
2025-12-21,5012,23002.8,0.0,1530352.0,2025-12-21 00:02:42,2025-12-21 23:59:21,162129.85,162129.85,145,0.0,86199.0,0.0,425.09777777777776,23.944166666666668
2025-12-21,5333,295148.56,59113515.0,59113515.0,2025-12-21 00:00:18,2025-12-21 23:59:14,291808.63,291808.63,1462,0.0,86336.0,16420.420833333334,16420.420833333334,23.982222222222223
2025-12-21,5506,22064.04,0.0,5613890.0,2025-12-21 00:03:56,2025-12-21 23:53:52,276969.71,276969.71,167,0.0,85796.0,0.0,1559.4138888888888,23.83222222222222
2025-12-21,5552,600329.81,0.0,4185269.0,2025-12-21 00:09:10,2025-12-21 23:50:54,184941.64,185031.45,1462,89.80999999999767,85304.0,0.0,1162.5747222222221,23.695555555555554
2025-12-21,5557,412528.76,22297.0,976957.0,2025-12-21 07:44:54,2025-12-21 23:59:53,116216.81,116307.89,1441,91.08000000000175,58499.0,6.193611111111111,271.37694444444446,16.24972222222222
2025-12-21,6514,94847.04,11746242.0,11059552.0,2025-12-21 00:07:55,2025-12-21 23:57:52,114398.59,114398.59,288,0.0,85797.0,3262.845,3072.097777777778,23.8325
2025-12-21,6574,49780.08,0.0,7215345.0,2025-12-21 00:07:43,2025-12-21 23:57:40,144470.93,144470.93,168,0.0,85797.0,0.0,2004.2625,23.8325
2025-12-21,6635,133399.68,0.0,45603335.0,2025-12-21 00:00:14,2025-12-21 23:59:11,203049.13,203049.13,1464,0.0,86337.0,0.0,12667.593055555555,23.9825
2025-12-21,6881,32892.479999999996,9703694.0,9703694.0,2025-12-21 00:00:05,2025-12-21 23:50:02,263393.16,263393.16,288,0.0,85797.0,2695.4705555555556,2695.4705555555556,23.8325
2025-12-21,7201,228984.47,4172635.0,4172635.0,2025-12-21 00:06:29,2025-12-21 23:55:29,2439.84,2511.9,1211,72.05999999999995,85740.0,1159.0652777777777,1159.0652777777777,23.816666666666666
2025-12-21,7224,10395.0,6932172.0,6932172.0,2025-12-21 00:07:15,2025-12-21 23:56:30,145121.66,145121.66,165,0.0,85755.0,1925.6033333333332,1925.6033333333332,23.820833333333333
2025-12-21,7873,20008.559999999998,0.0,1501658.0,2025-12-21 00:06:25,2025-12-21 23:52:42,105541.93,105541.93,143,0.0,85577.0,0.0,417.1272222222222,23.77138888888889
2025-12-21,7912,19639.2,0.0,6160720.0,2025-12-21 00:09:37,2025-12-21 23:59:34,79642.73,79642.73,168,0.0,85797.0,0.0,1711.3111111111111,23.8325
2025-12-21,7924,815759.09,41499.0,1767147.0,2025-12-21 00:05:50,2025-12-21 23:57:42,180559.2,180689.3,2146,130.09999999997672,85912.0,11.5275,490.87416666666667,23.864444444444445
2025-12-21,8359,30619.440000000002,844.0,6273348.0,2025-12-21 00:05:40,2025-12-21 23:55:36,119022.48,119022.48,172,0.0,85796.0,0.23444444444444446,1742.5966666666666,23.83222222222222
2025-12-21,8527,56446.32,0.0,5328820.0,2025-12-21 00:07:26,2025-12-21 23:57:23,174211.39,174211.39,168,0.0,85797.0,0.0,1480.2277777777779,23.8325
2025-12-21,9279,831198.06,0.0,1041869.0,2025-12-21 00:01:42,2025-12-21 23:58:41,96076.35,96220.73,2656,144.3799999999901,86219.0,0.0,289.40805555555556,23.94972222222222
2025-12-21,9785,224327.82,19503.0,3211826.0,2025-12-21 00:07:22,2025-12-21 23:53:07,173502.61,173574.78,1379,72.1700000000128,85545.0,5.4175,892.1738888888889,23.7625
2025-12-21,9928,341918.88,20214.0,4377465.0,2025-12-21 00:09:19,2025-12-21 23:50:43,47865.47,47946.31,1384,80.83999999999651,85284.0,5.615,1215.9625,23.69
2025-12-22,1106,896879.08,51595.0,4252838.0,2025-12-22 00:05:10,2025-12-22 23:51:41,170011.6,170114.74,2716,103.13999999998487,85591.0,14.331944444444444,1181.3438888888888,23.775277777777777
2025-12-22,1409,96766.57,23418.0,531471.0,2025-12-22 00:07:44,2025-12-22 23:52:47,0.0,167506.91,2156,167506.91,85503.0,6.505,147.63083333333333,23.750833333333333
2025-12-22,1434,991957.44,1583507.0,1583507.0,2025-12-22 00:03:32,2025-12-22 23:52:44,218079.69,218208.93,2853,129.2399999999907,85752.0,439.86305555555555,439.86305555555555,23.82
2025-12-22,1488,1005687.93,28379.0,367843.0,2025-12-22 00:09:09,2025-12-22 23:58:55,198910.72,199170.19,1877,259.47000000000116,85786.0,7.883055555555556,102.17861111111111,23.829444444444444
2025-12-22,1520,583569.93,20557.0,1090189.0,2025-12-22 00:01:11,2025-12-22 23:56:39,198877.7,198998.13,2011,120.42999999999302,86128.0,5.710277777777778,302.8302777777778,23.924444444444443
2025-12-22,1711,3147459.13,28081.0,9447758.0,2025-12-22 00:00:05,2025-12-22 23:59:22,366398.13,366509.72,13870,111.5899999999674,86357.0,7.800277777777778,2624.3772222222224,23.988055555555555
2025-12-22,2291,3465152.97,66081.0,2484903.0,2025-12-22 00:00:56,2025-12-22 23:59:39,28267.1,28410.28,14627,143.1800000000003,86323.0,18.355833333333333,690.2508333333334,23.97861111111111
2025-12-22,2424,237624.74,32941.0,990455.0,2025-12-22 00:09:29,2025-12-22 23:57:22,18616.71,18697.46,1711,80.75,85673.0,9.150277777777777,275.12638888888887,23.798055555555557
