date,Mahalle,total_time_in_neigh_sec,total_dist_in_neigh_km,total_idle_in_neigh_sec,total_stop_in_neigh_sec,total_points,vehicles_served,total_time_in_neigh_hr,total_idle_in_neigh_hr,total_stop_in_neigh_hr
2025-12-22,Alaaddinbey Mh.,1165508.0,3434666.81,7606779.0,68814358.0,13244,43,323.7522222222222,2112.994166666667,19115.099444444444
2025-12-22,Altınşehir Mh.,17533.0,305768.51,26309.0,26768.0,844,11,4.870277777777778,7.308055555555556,7.435555555555555
2025-12-22,Ataevler Mh.,14431.0,239721.07,20868.0,20994.0,911,20,4.008611111111111,5.796666666666667,5.831666666666667
2025-12-22,Atlas Mahallesi,6.0,1192.65,0.0,0.0,6,1,0.0016666666666666668,0.0,0.0
2025-12-22,Atlas Mh.,3944.0,456281.31,3394.0,3394.0,2361,1,1.0955555555555556,0.9427777777777778,0.9427777777777778
2025-12-22,Ayvaköy Mahallesi,8.0,291.4,0.0,0.0,1,1,0.0022222222222222222,0.0,0.0
2025-12-22,Ayvaköy Mh.,1350.0,22939.07,1879.0,1879.0,79,1,0.375,0.5219444444444444,0.5219444444444444
2025-12-22,Balat Mh.,35778.0,1016451.04,32310.0,59889.0,3702,42,9.938333333333333,8.975,16.635833333333334
2025-12-22,Balat OSB Mh.,3806.0,173921.33,137.0,137.0,637,39,1.0572222222222223,0.03805555555555556,0.03805555555555556
2025-12-22,Balkan Mh.,35861.0,914622.04,40067.0,67227.0,4511,5,9.961388888888889,11.129722222222222,18.674166666666668
2025-12-22,Barış Mh.,23485.0,415091.56,3007.0,31178.0,1060,12,6.523611111111111,0.8352777777777778,8.660555555555556
2025-12-22,Başköy Mh.,3880.0,154210.4,1410.0,1410.0,386,4,1.0777777777777777,0.39166666666666666,0.39166666666666666
2025-12-22,Beşevler Mh.,14602.0,381106.21,7130.0,11198.0,1263,27,4.056111111111111,1.9805555555555556,3.1105555555555555
2025-12-22,Büyükbalıklı Mh.,460.0,22299.64,0.0,0.0,55,3,0.12777777777777777,0.0,0.0
2025-12-22,Cumhuriyet Mh.,38294.0,343077.94,45158.0,45933.0,1532,10,10.637222222222222,12.543888888888889,12.759166666666667
2025-12-22,Demirci Mh.,7431.0,313180.94,3093.0,4156.0,1206,23,2.0641666666666665,0.8591666666666666,1.1544444444444444
2025-12-22,Doğanköy Mh.,16570.0,603139.79,15395.0,15395.0,1857,26,4.602777777777778,4.276388888888889,4.276388888888889
2025-12-22,Dumlupınar Mh.,51132.0,788700.78,50240.0,55425.0,2846,13,14.203333333333333,13.955555555555556,15.395833333333334
2025-12-22,Ertuğrul Mh.,11382.0,245977.85,9879.0,10408.0,741,24,3.1616666666666666,2.7441666666666666,2.891111111111111
2025-12-22,Esentepe Mh.,37518.0,516504.05,47893.0,49104.0,2533,12,10.421666666666667,13.303611111111111,13.64
2025-12-22,Fadıllı Mh.,2573.0,50197.23,2328.0,2328.0,169,1,0.7147222222222223,0.6466666666666666,0.6466666666666666
2025-12-22,Fethiye Mh.,26280.0,374803.38,18063.0,18305.0,1424,23,7.3,5.0175,5.084722222222222
2025-12-22,Fethiye OSB Mh.,15307.0,845744.86,3665.0,3910.0,2749,39,4.251944444444445,1.0180555555555555,1.086111111111111
2025-12-22,Geçit Mh.,67811.0,2950607.9899999998,18481.0,88402.0,10612,42,18.836388888888887,5.133611111111111,24.55611111111111
2025-12-22,Gökçe Mh.,191.0,8783.85,0.0,0.0,22,3,0.05305555555555556,0.0,0.0
2025-12-22,Görükle Mh.,68792.0,1999483.8,54351.0,74615.0,5240,20,19.108888888888888,15.0975,20.726388888888888
2025-12-22,Gümüştepe Mh.,12728.0,778779.6299999999,18455.0,18455.0,3200,3,3.5355555555555553,5.126388888888889,5.126388888888889
2025-12-22,Güngören Mh.,3320.0,60325.08,2789.0,2789.0,230,1,0.9222222222222223,0.7747222222222222,0.7747222222222222
2025-12-22,Hasanağa Mh.,7062.0,573388.96,8742.0,8742.0,2422,3,1.9616666666666667,2.4283333333333332,2.4283333333333332
2025-12-22,Hasanağa OSB Mh.,210.0,8517.68,0.0,0.0,22,1,0.058333333333333334,0.0,0.0
2025-12-22,Işıktepe Mh.,8313.0,123461.84999999999,16013.0,17000.0,402,39,2.3091666666666666,4.448055555555555,4.722222222222222
2025-12-22,Işıktepe OSB Mh.,7297.0,332856.48,5197.0,5483.0,1047,39,2.0269444444444447,1.4436111111111112,1.5230555555555556
2025-12-22,Kadriye Mahallesi,1.0,198.77,0.0,0.0,1,1,0.0002777777777777778,0.0,0.0
2025-12-22,Kadriye Mh.,1938.0,250331.89,1608.0,1608.0,1247,1,0.5383333333333333,0.44666666666666666,0.44666666666666666
2025-12-22,Karacaoba Mh.,160.0,6241.38,0.0,0.0,18,1,0.044444444444444446,0.0,0.0
2025-12-22,Karaman Mh.,30471.0,330709.26,72426.0,100390.0,1500,9,8.464166666666667,20.118333333333332,27.886111111111113
2025-12-22,Kayapa Mh.,21073.0,429447.48,17651.0,20485.0,1821,7,5.853611111111111,4.9030555555555555,5.690277777777778
2025-12-22,Konak Mh.,64835.0,898210.54,101299.0,111321.0,3392,14,18.009722222222223,28.13861111111111,30.9225
2025-12-22,Korubaşı Mh.,2112.0,33618.64,1591.0,1591.0,121,1,0.5866666666666667,0.4419444444444444,0.4419444444444444
2025-12-22,Kurtuluş Mh.,19463.0,437033.61,18003.0,18003.0,1637,10,5.4063888888888885,5.0008333333333335,5.0008333333333335
2025-12-22,Kuruçeşme Mh.,1549.0,31416.91,1014.0,1014.0,123,1,0.43027777777777776,0.2816666666666667,0.2816666666666667
2025-12-22,Kültür Mh.,1144.0,62341.3,148.0,554.0,187,7,0.31777777777777777,0.04111111111111111,0.15388888888888888
2025-12-22,Kızılcıklı Mh.,15041.0,785345.81,39009.0,39009.0,3281,3,4.178055555555556,10.835833333333333,10.835833333333333
2025-12-22,Makşempınarı Mh.,3055.0,54959.03,2244.0,2244.0,203,1,0.8486111111111111,0.6233333333333333,0.6233333333333333
2025-12-22,Minareliçavuş Bursa OSB Mh.,1616.0,110919.93,11.0,11.0,374,39,0.4488888888888889,0.0030555555555555557,0.0030555555555555557
2025-12-22,Minareliçavuş Mh.,3374.0,45331.4,6971.0,6971.0,130,12,0.9372222222222222,1.936388888888889,1.936388888888889
2025-12-22,Minareliçavuş OSB Mh.,617.0,19500.989999999998,66.0,66.0,75,5,0.1713888888888889,0.018333333333333333,0.018333333333333333
2025-12-22,Nilüferköy Mh.,7432.0,590532.58,51.0,51.0,2079,41,2.0644444444444443,0.014166666666666666,0.014166666666666666
2025-12-22,Odunluk Mh.,46172.0,546810.13,59599.0,65271.0,2566,8,12.825555555555555,16.55527777777778,18.13083333333333
2025-12-22,Tahtalı Mahallesi,33.0,1711.8400000000001,0.0,0.0,6,4,0.009166666666666667,0.0,0.0
2025-12-22,Tahtalı Mh.,13364.0,237793.19,9417.0,14642.0,1175,8,3.712222222222222,2.6158333333333332,4.067222222222222
2025-12-22,Unçukuru Mh.,1910.0,47149.27,1263.0,1263.0,166,1,0.5305555555555556,0.35083333333333333,0.35083333333333333
2025-12-22,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,115.0,1639.65,22.0,40.0,6,3,0.03194444444444444,0.006111111111111111,0.011111111111111112
2025-12-22,Yapı Kredi Bankası ATM - Nilüfer Balkan Mahallesi,4.0,261.37,0.0,0.0,1,1,0.0011111111111111111,0.0,0.0
2025-12-22,Yaylacık Mh.,19258.0,432291.20999999996,20282.0,20282.0,1182,10,5.349444444444444,5.6338888888888885,5.6338888888888885
2025-12-22,Yenikent Mh.,112757.0,4056371.56,81350.0,111884.0,14618,42,31.32138888888889,22.59722222222222,31.07888888888889
2025-12-22,Yolçatı Mh.,6515.0,348237.61,1143.0,1143.0,1050,18,1.8097222222222222,0.3175,0.3175
2025-12-22,Yüzüncüyıl Mh.,20426.0,284666.33999999997,21553.0,22155.0,831,16,5.6738888888888885,5.986944444444444,6.154166666666667
2025-12-22,Çalı Mh.,37059.0,935724.65,31476.0,68628.0,3121,10,10.294166666666667,8.743333333333334,19.063333333333333
2025-12-22,Çamlıca Mh.,2438.0,148217.27000000002,1954.0,3374.0,510,4,0.6772222222222222,0.5427777777777778,0.9372222222222222
2025-12-22,Çatalağıl Mh.,530.0,9014.82,0.0,0.0,26,1,0.14722222222222223,0.0,0.0
2025-12-22,Özlüce Mh.,12016.0,237265.8,10887.0,10887.0,677,5,3.3377777777777777,3.0241666666666664,3.0241666666666664
2025-12-22,Ürünlü Mh.,14886.0,209829.38,11403.0,18446.0,1040,4,4.135,3.1675,5.123888888888889
2025-12-22,Üçevler Mh.,196650.0,2527802.18,7429849.0,11618081.0,8749,43,54.625,2063.8469444444445,3227.244722222222
2025-12-22,İhsaniye Mh.,67331.0,955501.91,124992.0,126261.0,5153,13,18.703055555555554,34.72,35.0725
2025-12-22,İrfaniye Mh.,972.0,60147.72,189.0,189.0,236,7,0.27,0.0525,0.0525
2025-12-23,19 Mayıs Mh.,1204.0,31748.38,2566.0,2566.0,87,5,0.33444444444444443,0.7127777777777777,0.7127777777777777
2025-12-23,23 Nisan Mh.,29739.0,790860.25,13999.0,33113.0,1704,40,8.260833333333334,3.888611111111111,9.198055555555555
2025-12-23,29 Ekim Mh.,15670.0,597798.48,13334.0,14185.0,1154,19,4.352777777777778,3.703888888888889,3.9402777777777778
2025-12-23,30 Ağustos Zafer Mh.,128.0,12618.53,29.0,29.0,30,3,0.035555555555555556,0.008055555555555555,0.008055555555555555
2025-12-23,Ahmet Yesevi Mh.,27247.0,637934.52,33741.0,34134.0,1651,42,7.568611111111111,9.3725,9.481666666666667
2025-12-23,Akçalar Mahallesi,20.0,868.61,0.0,0.0,2,2,0.005555555555555556,0.0,0.0
2025-12-23,Akçalar Mh.,21175.0,810717.2100000001,18222.0,19994.0,1529,3,5.881944444444445,5.0616666666666665,5.553888888888889
2025-12-23,Alaaddinbey Mh.,1170728.0,4377619.83,11976590.0,141135902.0,11505,42,325.20222222222225,3326.8305555555557,39204.41722222222
2025-12-23,Altınşehir Mh.,20288.0,480211.20999999996,20761.0,22098.0,1088,13,5.635555555555555,5.766944444444444,6.138333333333334
2025-12-23,Ataevler Mh.,33373.0,576315.57,36970.0,50411.0,1719,25,9.270277777777778,10.269444444444444,14.003055555555555
2025-12-23,Badırga Mahallesi,20.0,832.33,0.0,0.0,2,1,0.005555555555555556,0.0,0.0
2025-12-23,Badırga Mh.,2644.0,84707.47,1921.0,1921.0,162,2,0.7344444444444445,0.5336111111111111,0.5336111111111111
2025-12-23,Balat Mh.,41556.0,1144339.1,39076.0,39526.0,2958,42,11.543333333333333,10.854444444444445,10.979444444444445
2025-12-23,Balat OSB Mh.,5072.0,224994.54,795.0,914.0,552,41,1.4088888888888889,0.22083333333333333,0.2538888888888889
2025-12-23,Balkan Mh.,19427.0,892928.52,22683.0,23901.0,2836,3,5.396388888888889,6.300833333333333,6.639166666666667
2025-12-23,Barış Mh.,9778.0,209432.19,13165.0,13165.0,576,12,2.716111111111111,3.6569444444444446,3.6569444444444446
2025-12-23,Başköy Mh.,11347.0,366627.37,8776.0,8920.0,886,3,3.1519444444444447,2.437777777777778,2.477777777777778
2025-12-23,Beşevler Mh.,37121.0,1399172.6199999999,52545.0,97977.0,3748,29,10.311388888888889,14.595833333333333,27.215833333333332
2025-12-23,Büyükbalıklı Mahallesi,29.0,2108.36,10.0,10.0,5,1,0.008055555555555555,0.002777777777777778,0.002777777777777778
2025-12-23,Büyükbalıklı Mh.,3718.0,165187.69,2576.0,2576.0,368,4,1.0327777777777778,0.7155555555555555,0.7155555555555555
2025-12-23,Cumhuriyet Mh.,6870.0,285088.01,2699.0,10552.0,541,9,1.9083333333333334,0.7497222222222222,2.931111111111111
2025-12-23,Dağyenice Mh.,3447.0,74870.21,1009.0,4534.0,247,1,0.9575,0.2802777777777778,1.2594444444444444
2025-12-23,Demirci Mh.,59238.0,1044027.34,54218.0,66375.0,3373,30,16.455,15.060555555555556,18.4375
2025-12-23,Doğanköy Mh.,19281.0,641920.55,24823.0,24823.0,1481,19,5.355833333333333,6.895277777777777,6.895277777777777
2025-12-23,Dumlupınar Mh.,45863.0,1073121.46,41887.0,48694.0,2401,10,12.739722222222222,11.635277777777778,13.526111111111112
2025-12-23,Ertuğrul Mh.,9711.0,328089.18,8177.0,8180.0,781,21,2.6975,2.2713888888888887,2.272222222222222
2025-12-23,Esentepe Mh.,19349.0,624779.42,33803.0,54478.0,2074,12,5.374722222222222,9.389722222222222,15.132777777777777
2025-12-23,Fethiye Mh.,24899.0,499495.37,21393.0,22892.0,1215,22,6.916388888888889,5.9425,6.358888888888889
2025-12-23,Fethiye OSB Mh.,14060.0,869405.62,2953.0,3239.0,2054,41,3.9055555555555554,0.8202777777777778,0.8997222222222222
2025-12-23,Geçit Mh.,56366.0,2820792.27,12603.0,43750.0,7066,42,15.657222222222222,3.5008333333333335,12.152777777777779
2025-12-23,Gökçe Mh.,2349.0,98884.45000000001,1797.0,1797.0,213,3,0.6525,0.49916666666666665,0.49916666666666665
2025-12-23,Gökçeköy Mahallesi,10.0,872.03,3.0,3.0,2,1,0.002777777777777778,0.0008333333333333334,0.0008333333333333334
2025-12-23,Görükle Mh.,52748.0,1864990.44,68539.0,94120.0,3317,13,14.652222222222223,19.038611111111113,26.144444444444446
2025-12-23,Gümüştepe Mh.,13614.0,264736.9,15873.0,15977.0,1011,8,3.7816666666666667,4.409166666666667,4.438055555555556
2025-12-23,Hasanağa Mh.,293.0,19387.54,7.0,7.0,36,2,0.08138888888888889,0.0019444444444444444,0.0019444444444444444
2025-12-23,Hasanağa OSB Mh.,197.0,10879.210000000001,0.0,0.0,20,1,0.05472222222222222,0.0,0.0
2025-12-23,Işıktepe Mh.,1508.0,110484.83,0.0,0.0,257,38,0.41888888888888887,0.0,0.0
2025-12-23,Işıktepe OSB Mh.,5956.0,392434.54,1663.0,1834.0,935,39,1.6544444444444444,0.46194444444444444,0.5094444444444445
2025-12-23,Karacaoba Mh.,2984.0,101045.09,2248.0,2248.0,252,1,0.8288888888888889,0.6244444444444445,0.6244444444444445
2025-12-23,Karaman Mh.,6979.0,298129.01,22565.0,25068.0,889,10,1.938611111111111,6.268055555555556,6.963333333333333
2025-12-23,Kayapa Mh.,1715.0,74289.18,1291.0,1291.0,137,2,0.47638888888888886,0.3586111111111111,0.3586111111111111
2025-12-23,Konak Mh.,39256.0,891400.44,41182.0,43489.0,1936,14,10.904444444444444,11.439444444444444,12.080277777777777
2025-12-23,Konaklı Mahallesi,10.0,424.48,0.0,0.0,1,1,0.002777777777777778,0.0,0.0
2025-12-23,Konaklı Mh.,4202.0,153340.57,3354.0,3354.0,332,3,1.1672222222222222,0.9316666666666666,0.9316666666666666
2025-12-23,Kurtuluş Mh.,1310.0,85189.66,895.0,895.0,223,5,0.3638888888888889,0.24861111111111112,0.24861111111111112
2025-12-23,Kültür Mh.,35988.0,624827.57,48444.0,48444.0,1703,10,9.996666666666666,13.456666666666667,13.456666666666667
2025-12-23,Kızılcıklı Mh.,7645.0,701278.69,11094.0,24836.0,2052,1,2.123611111111111,3.0816666666666666,6.898888888888889
2025-12-23,Minareliçavuş Bursa OSB Mh.,3259.0,139125.94,1469.0,1469.0,354,41,0.9052777777777777,0.40805555555555556,0.40805555555555556
2025-12-23,Minareliçavuş Mh.,26899.0,221432.26,36681.0,37586.0,1109,15,7.4719444444444445,10.189166666666667,10.440555555555555
2025-12-23,Minareliçavuş OSB Mh.,2224.0,69501.58,991.0,1570.0,179,10,0.6177777777777778,0.2752777777777778,0.4361111111111111
2025-12-23,Nilüferköy Mh.,6116.0,614390.13,234.0,234.0,1504,42,1.698888888888889,0.065,0.065
2025-12-23,Odunluk Mh.,8876.0,209633.74,4311.0,9690.0,527,7,2.4655555555555555,1.1975,2.691666666666667
2025-12-23,Tahtalı Mahallesi,10.0,548.6,0.0,0.0,1,1,0.002777777777777778,0.0,0.0
2025-12-23,Tahtalı Mh.,1096.0,52476.770000000004,470.0,470.0,97,2,0.30444444444444446,0.13055555555555556,0.13055555555555556
2025-12-23,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,45.0,3079.06,18.0,18.0,6,3,0.0125,0.005,0.005
2025-12-23,Yapı Kredi Bankası ATM - Nilüfer Çalı Mahallesi,10.0,760.2,0.0,0.0,1,1,0.002777777777777778,0.0,0.0
2025-12-23,Yaylacık Mh.,1333.0,51751.91,1578.0,1578.0,86,4,0.37027777777777776,0.43833333333333335,0.43833333333333335
2025-12-23,Yenikent Mh.,109858.0,4127359.2600000002,94066.0,103949.0,10457,42,30.516111111111112,26.129444444444445,28.87472222222222
2025-12-23,Yolçatı Mh.,35558.0,811536.52,32011.0,41911.0,2187,13,9.877222222222223,8.891944444444444,11.641944444444444
2025-12-23,Yüzüncüyıl Mh.,16874.0,377615.86,18745.0,18745.0,784,15,4.687222222222222,5.206944444444445,5.206944444444445
2025-12-23,Çalı Mh.,37468.0,1203522.8099999998,38949.0,51910.0,2039,6,10.407777777777778,10.819166666666666,14.419444444444444
2025-12-23,Çamlıca Mh.,63706.0,904820.9,74271.0,90012.0,2441,8,17.69611111111111,20.63083333333333,25.003333333333334
2025-12-23,Çatalağıl Mh.,2412.0,89396.49,1640.0,1640.0,219,1,0.67,0.45555555555555555,0.45555555555555555
2025-12-23,Çaylı Mahallesi,9.0,422.93,0.0,0.0,1,1,0.0025,0.0,0.0
2025-12-23,Çaylı Mh.,1388.0,50509.58,814.0,814.0,105,2,0.38555555555555554,0.22611111111111112,0.22611111111111112
2025-12-23,Özlüce Mh.,8884.0,255542.55999999997,7472.0,7472.0,545,5,2.4677777777777776,2.0755555555555554,2.0755555555555554
2025-12-23,Ürünlü Mh.,396.0,27473.17,0.0,0.0,45,3,0.11,0.0,0.0
2025-12-23,Üçevler Mh.,201995.0,3049390.86,56451202.0,59046767.0,7559,43,56.109722222222224,15680.889444444445,16401.879722222224
2025-12-23,İhsaniye Mh.,46482.0,1301283.3299999998,55568.0,61217.0,4351,11,12.911666666666667,15.435555555555556,17.004722222222224
2025-12-23,İrfaniye Mahallesi,3.0,395.28,0.0,0.0,1,1,0.0008333333333333334,0.0,0.0
2025-12-23,İrfaniye Mh.,6862.0,266834.46,5475.0,5475.0,666,6,1.906111111111111,1.5208333333333333,1.5208333333333333
2025-12-24,19 Mayıs Mh.,22654.0,677479.3200000001,16153.0,21084.0,1680,6,6.292777777777777,4.486944444444444,5.8566666666666665
2025-12-24,23 Nisan Mh.,9810.0,560256.74,5806.0,5832.0,1129,39,2.725,1.6127777777777779,1.62
2025-12-24,29 Ekim Mh.,17594.0,737599.9500000001,14675.0,18662.0,1214,24,4.887222222222222,4.076388888888889,5.183888888888889
2025-12-24,30 Ağustos Zafer Mh.,40094.0,822351.56,38688.0,38688.0,1690,10,11.137222222222222,10.746666666666666,10.746666666666666
2025-12-24,Ahmet Yesevi Mh.,11573.0,503332.21,8802.0,9329.0,1025,40,3.214722222222222,2.445,2.591388888888889
2025-12-24,Akçalar Mahallesi,10.0,817.32,0.0,0.0,1,1,0.002777777777777778,0.0,0.0
2025-12-24,Akçalar Mh.,18219.0,1017707.8099999999,15306.0,19971.0,1296,2,5.060833333333333,4.251666666666667,5.5475
2025-12-24,Alaaddinbey Mh.,1297109.0,7113407.09,18286933.0,205342098.0,15476,43,360.30805555555554,5079.703611111111,57039.471666666665
2025-12-24,Altınşehir Mh.,16301.0,621156.52,18620.0,19051.0,1228,12,4.5280555555555555,5.1722222222222225,5.291944444444445
2025-12-24,Ataevler Mh.,7430.0,307714.05,5475.0,5830.0,620,21,2.063888888888889,1.5208333333333333,1.6194444444444445
2025-12-24,Atlas Mh.,1327.0,397589.29,872.0,872.0,1036,1,0.3686111111111111,0.24222222222222223,0.24222222222222223
2025-12-24,Ayvaköy Mahallesi,9.0,535.82,0.0,0.0,1,1,0.0025,0.0,0.0
2025-12-24,Ayvaköy Mh.,608.0,36381.18,251.0,251.0,68,1,0.1688888888888889,0.06972222222222223,0.06972222222222223
2025-12-24,Balat Mh.,26152.0,1316575.1300000001,28246.0,28645.0,2547,40,7.264444444444444,7.846111111111111,7.956944444444445
2025-12-24,Balat OSB Mh.,3036.0,208463.64,149.0,223.0,415,39,0.8433333333333334,0.04138888888888889,0.06194444444444445
2025-12-24,Balkan Mh.,27229.0,1657109.02,30624.0,60886.0,4023,5,7.563611111111111,8.506666666666666,16.912777777777777
2025-12-24,Barış Mh.,21055.0,613285.27,18118.0,23304.0,965,11,5.848611111111111,5.032777777777778,6.473333333333334
2025-12-24,Başköy Mh.,3394.0,226827.08000000002,1789.0,1789.0,326,4,0.9427777777777778,0.49694444444444447,0.49694444444444447
2025-12-24,Beşevler Mh.,12711.0,760903.8700000001,5191.0,9437.0,1788,26,3.5308333333333333,1.4419444444444445,2.6213888888888888
2025-12-24,Büyükbalıklı Mh.,1243.0,44113.380000000005,600.0,600.0,68,3,0.3452777777777778,0.16666666666666666,0.16666666666666666
2025-12-24,Cumhuriyet Mh.,33562.0,544836.25,32446.0,52601.0,1359,8,9.322777777777778,9.012777777777778,14.61138888888889
2025-12-24,Demirci Mh.,5795.0,467296.12,1962.0,2700.0,1060,24,1.6097222222222223,0.545,0.75
2025-12-24,Doğanköy Mh.,9971.0,688187.2,9113.0,9113.0,1288,24,2.769722222222222,2.531388888888889,2.531388888888889
2025-12-24,Dumlupınar Mh.,45869.0,1517241.04,42083.0,49065.0,2700,14,12.741388888888888,11.689722222222223,13.629166666666666
2025-12-24,Ertuğrul Mh.,12732.0,505171.81,9883.0,10500.0,1000,26,3.5366666666666666,2.745277777777778,2.9166666666666665
2025-12-24,Esentepe Mh.,34398.0,940034.58,41258.0,51744.0,2364,11,9.555,11.460555555555555,14.373333333333333
2025-12-24,Fadıllı Mahallesi,9.0,540.21,0.0,0.0,1,1,0.0025,0.0,0.0
2025-12-24,Fadıllı Mh.,2633.0,100245.15,1899.0,1899.0,185,1,0.7313888888888889,0.5275,0.5275
2025-12-24,Fethiye Mh.,18069.0,431869.7,11228.0,14627.0,811,18,5.019166666666667,3.118888888888889,4.063055555555556
2025-12-24,Fethiye OSB Mh.,11446.0,1025429.8,1751.0,1992.0,1945,39,3.1794444444444445,0.48638888888888887,0.5533333333333333
2025-12-24,Geçit Mh.,46053.0,3160257.96,9376.0,29405.0,5950,41,12.7925,2.6044444444444443,8.168055555555556
2025-12-24,Gökçe Mh.,160.0,13627.48,0.0,0.0,19,3,0.044444444444444446,0.0,0.0
2025-12-24,Görükle Mh.,61505.0,3064553.95,48551.0,61354.0,4623,21,17.084722222222222,13.48638888888889,17.04277777777778
2025-12-24,Gümüştepe Mh.,1519.0,40394.93,894.0,894.0,149,3,0.42194444444444446,0.24833333333333332,0.24833333333333332
2025-12-24,Güngören Mh.,1785.0,96204.18,881.0,881.0,189,1,0.49583333333333335,0.24472222222222223,0.24472222222222223
2025-12-24,Hasanağa Mh.,10459.0,1163709.1099999999,14748.0,51387.0,2710,3,2.9052777777777776,4.096666666666667,14.274166666666666
2025-12-24,Hasanağa OSB Mh.,221.0,18170.16,0.0,0.0,23,1,0.06138888888888889,0.0,0.0
2025-12-24,Işıktepe Mh.,7295.0,230585.44,9590.0,9590.0,462,39,2.026388888888889,2.6638888888888888,2.6638888888888888
2025-12-24,Işıktepe OSB Mh.,5727.0,481613.58,2544.0,2676.0,920,39,1.5908333333333333,0.7066666666666667,0.7433333333333333
2025-12-24,Karacaoba Mh.,465.0,17157.13,39.0,275.0,27,1,0.12916666666666668,0.010833333333333334,0.0763888888888889
2025-12-24,Karaman Mh.,23160.0,597720.6499999999,15701.0,35160.0,1335,7,6.433333333333334,4.3613888888888885,9.766666666666667
2025-12-24,Kayapa Mh.,19372.0,726876.3400000001,14002.0,21307.0,1703,8,5.381111111111111,3.8894444444444445,5.918611111111111
2025-12-24,Konak Mh.,38277.0,1039021.15,38297.0,45426.0,1903,12,10.6325,10.638055555555555,12.618333333333334
2025-12-24,Korubaşı Mh.,1457.0,54341.34,841.0,841.0,104,1,0.4047222222222222,0.2336111111111111,0.2336111111111111
2025-12-24,Kurtuluş Mh.,16474.0,718482.8,13189.0,13749.0,1461,11,4.5761111111111115,3.663611111111111,3.819166666666667
2025-12-24,Kuruçeşme Mh.,1070.0,46116.57,566.0,579.0,92,1,0.2972222222222222,0.15722222222222224,0.16083333333333333
2025-12-24,Kültür Mh.,1329.0,97900.0,268.0,798.0,146,8,0.36916666666666664,0.07444444444444444,0.22166666666666668
2025-12-24,Kızılcıklı Mh.,10333.0,1162664.54,25967.0,25967.0,2732,3,2.870277777777778,7.213055555555556,7.213055555555556
2025-12-24,Makşempınarı Mh.,1893.0,71241.53,1298.0,1298.0,138,1,0.5258333333333334,0.3605555555555556,0.3605555555555556
2025-12-24,Minareliçavuş Bursa OSB Mh.,1385.0,131360.47,0.0,0.0,229,39,0.38472222222222224,0.0,0.0
2025-12-24,Minareliçavuş Mh.,722.0,65815.03,290.0,290.0,131,9,0.20055555555555554,0.08055555555555556,0.08055555555555556
2025-12-24,Minareliçavuş OSB Mh.,611.0,51034.14,17.0,17.0,98,6,0.16972222222222222,0.004722222222222222,0.004722222222222222
2025-12-24,Nilüferköy Mh.,5080.0,690452.88,0.0,0.0,1295,40,1.4111111111111112,0.0,0.0
2025-12-24,Odunluk Mh.,35601.0,749830.62,41378.0,47698.0,1724,7,9.889166666666666,11.49388888888889,13.249444444444444
2025-12-24,Tahtalı Mahallesi,13.0,1916.4899999999998,0.0,0.0,4,2,0.003611111111111111,0.0,0.0
2025-12-24,Tahtalı Mh.,7601.0,303513.45999999996,5977.0,5977.0,736,8,2.111388888888889,1.6602777777777777,1.6602777777777777
2025-12-24,Unçukuru Mh.,1916.0,91004.25,1138.0,1138.0,172,1,0.5322222222222223,0.3161111111111111,0.3161111111111111
2025-12-24,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,33.0,2629.25,23.0,37.0,4,3,0.009166666666666667,0.006388888888888889,0.010277777777777778
2025-12-24,Yapı Kredi Bankası ATM - Nilüfer Balkan Mahallesi,10.0,509.82,0.0,0.0,1,1,0.002777777777777778,0.0,0.0
2025-12-24,Yaylacık Mh.,15520.0,627456.23,16452.0,16455.0,1047,10,4.311111111111111,4.57,4.570833333333334
2025-12-24,Yenikent Mh.,75461.0,4222619.16,45605.0,48022.0,8129,41,20.961388888888887,12.668055555555556,13.339444444444444
2025-12-24,Yolçatı Mh.,3718.0,284426.04000000004,0.0,0.0,479,18,1.0327777777777778,0.0,0.0
2025-12-24,Yüzüncüyıl Mh.,13406.0,473548.04000000004,11017.0,11438.0,759,19,3.723888888888889,3.060277777777778,3.1772222222222224
2025-12-24,Çalı Mh.,28750.0,1546004.25,26945.0,29281.0,2932,10,7.986111111111111,7.4847222222222225,8.133611111111112
2025-12-24,Çamlıca Mh.,2101.0,84599.81,1025.0,1916.0,112,4,0.5836111111111111,0.2847222222222222,0.5322222222222223
2025-12-24,Çatalağıl Mh.,500.0,15079.460000000001,0.0,0.0,23,1,0.1388888888888889,0.0,0.0
2025-12-24,Özlüce Mh.,9430.0,309653.7,7206.0,14061.0,574,5,2.6194444444444445,2.0016666666666665,3.9058333333333333
2025-12-24,Ürünlü Mh.,12667.0,402139.94,9293.0,21859.0,1068,4,3.518611111111111,2.5813888888888887,6.071944444444444
2025-12-24,Üçevler Mh.,205549.0,4255293.24,169359.0,298078.0,8688,43,57.096944444444446,47.04416666666667,82.79944444444445
2025-12-24,İhsaniye Mh.,43508.0,1748756.03,53167.0,54469.0,4676,10,12.085555555555555,14.768611111111111,15.130277777777778
2025-12-24,İnegazi Mh.,1688.0,269259.24,2407.0,2407.0,694,1,0.4688888888888889,0.6686111111111112,0.6686111111111112
