date,vehicle_id,Mahalle,time_in_neigh_sec,dist_in_neigh_km,idle_in_neigh_sec,stop_in_neigh_sec,points
2025-12-19,1409,Alaaddinbey Mh.,43000.0,3.25,491.0,2644060.0,170
2025-12-19,1434,23 Nisan Mh.,121.0,1679.02,0.0,0.0,18
2025-12-19,1434,Ahmet Yesevi Mh.,157.0,990.82,0.0,0.0,18
2025-12-19,1434,Alaaddinbey Mh.,22960.0,5760.28,986960.0,986960.0,133
2025-12-19,1434,Ataevler Mh.,171.0,2011.74,14.0,14.0,21
2025-12-19,1434,Balat Mh.,191.0,1148.6200000000001,0.0,0.0,21
2025-12-19,1434,Balat OSB Mh.,129.0,1061.56,0.0,0.0,15
2025-12-19,1434,Beşevler Mh.,277.0,881.0899999999999,11.0,11.0,36
2025-12-19,1434,Demirci Mh.,275.0,1355.09,93.0,93.0,36
2025-12-19,1434,Esentepe Mh.,641.0,1913.43,97.0,97.0,39
2025-12-19,1434,Fethiye Mh.,366.0,1377.36,0.0,0.0,19
2025-12-19,1434,Fethiye OSB Mh.,475.0,5394.4,79.0,79.0,63
2025-12-19,1434,Geçit Mh.,1708.0,11605.37,23.0,23.0,182
2025-12-19,1434,Işıktepe Mh.,50.0,1153.93,0.0,0.0,13
2025-12-19,1434,Işıktepe OSB Mh.,178.0,2807.87,115.0,115.0,29
2025-12-19,1434,Karaman Mh.,4042.0,6131.75,4936.0,4936.0,126
2025-12-19,1434,Konak Mh.,70.0,85.0,0.0,0.0,12
2025-12-19,1434,Minareliçavuş Bursa OSB Mh.,61.0,653.31,0.0,0.0,9
2025-12-19,1434,Nilüferköy Mh.,170.0,1959.08,0.0,0.0,37
2025-12-19,1434,Odunluk Mh.,12581.0,5719.69,21771.0,21771.0,434
2025-12-19,1434,Yenikent Mh.,3098.0,18568.01,1976.0,1976.0,305
2025-12-19,1434,Üçevler Mh.,17077.0,106175.76,18747.0,18747.0,1112
2025-12-19,1434,İhsaniye Mh.,69.0,506.55,0.0,0.0,10
2025-12-19,1488,23 Nisan Mh.,72.0,2656.13,0.0,0.0,12
2025-12-19,1488,Ahmet Yesevi Mh.,70.0,1923.6,0.0,0.0,9
2025-12-19,1488,Alaaddinbey Mh.,24982.0,14871.01,1042.0,1675580.0,117
2025-12-19,1488,Balat Mh.,196.0,4989.59,0.0,0.0,24
2025-12-19,1488,Balat OSB Mh.,50.0,862.9300000000001,0.0,0.0,4
2025-12-19,1488,Beşevler Mh.,20.0,8.719999999999999,0.0,0.0,2
2025-12-19,1488,Demirci Mh.,112.0,14.09,0.0,0.0,15
2025-12-19,1488,Fethiye OSB Mh.,245.0,6115.36,74.0,74.0,28
2025-12-19,1488,Geçit Mh.,1176.0,20279.89,105.0,105.0,135
2025-12-19,1488,Işıktepe Mh.,30.0,879.82,0.0,0.0,4
2025-12-19,1488,Işıktepe OSB Mh.,66.0,2205.76,25.0,25.0,10
2025-12-19,1488,Konak Mh.,10116.0,6926.99,9805.0,10693.0,440
2025-12-19,1488,Kültür Mh.,161.0,117.23,133.0,133.0,19
2025-12-19,1488,Minareliçavuş Bursa OSB Mh.,20.0,433.21,0.0,0.0,2
2025-12-19,1488,Nilüferköy Mh.,107.0,4452.17,0.0,0.0,21
2025-12-19,1488,Odunluk Mh.,6971.0,3116.98,6939.0,11330.0,262
2025-12-19,1488,Yenikent Mh.,2811.0,27066.97,1192.0,1192.0,224
2025-12-19,1488,Çamlıca Mh.,617.0,654.53,660.0,660.0,46
2025-12-19,1488,Üçevler Mh.,722.0,8993.72,347.0,347.0,62
2025-12-19,1520,23 Nisan Mh.,72.0,1408.05,0.0,0.0,12
2025-12-19,1520,30 Ağustos Zafer Mh.,40.0,21.09,0.0,0.0,3
2025-12-19,1520,Ahmet Yesevi Mh.,70.0,876.55,0.0,0.0,8
2025-12-19,1520,Akçalar Mh.,908.0,5959.74,317.0,317.0,88
2025-12-19,1520,Alaaddinbey Mh.,33693.0,19906.350000000002,2903.0,4306829.0,257
2025-12-19,1520,Ayvaköy Mahallesi,8.0,54.35,0.0,0.0,1
2025-12-19,1520,Ayvaköy Mh.,948.0,4048.7200000000003,568.0,568.0,76
2025-12-19,1520,Balat Mh.,254.0,3214.04,0.0,0.0,32
2025-12-19,1520,Balat OSB Mh.,49.0,446.58000000000004,0.0,0.0,4
2025-12-19,1520,Başköy Mh.,444.0,4346.54,0.0,0.0,58
2025-12-19,1520,Büyükbalıklı Mh.,490.0,2142.64,1205.0,1205.0,27
2025-12-19,1520,Doğanköy Mh.,130.0,1194.42,0.0,0.0,13
2025-12-19,1520,Fadıllı Mahallesi,9.0,58.73,0.0,0.0,1
2025-12-19,1520,Fadıllı Mh.,2746.0,11583.29,2015.0,2015.0,191
2025-12-19,1520,Fethiye OSB Mh.,194.0,2627.34,30.0,30.0,23
2025-12-19,1520,Geçit Mh.,539.0,8508.32,32.0,32.0,84
2025-12-19,1520,Gökçe Mh.,60.0,571.72,0.0,0.0,7
2025-12-19,1520,Görükle Mh.,150.0,1287.66,0.0,0.0,15
2025-12-19,1520,Güngören Mh.,1905.0,4400.2,1207.0,1207.0,181
2025-12-19,1520,Işıktepe Mh.,20.0,347.81,0.0,0.0,3
2025-12-19,1520,Işıktepe OSB Mh.,102.0,1512.7,42.0,42.0,13
2025-12-19,1520,Kayapa Mh.,2042.0,1867.78,1811.0,1811.0,141
2025-12-19,1520,Korubaşı Mh.,700.0,2895.09,305.0,305.0,73
2025-12-19,1520,Makşempınarı Mh.,2569.0,6742.6,2010.0,2010.0,213
2025-12-19,1520,Minareliçavuş Bursa OSB Mh.,29.0,337.4,0.0,0.0,3
2025-12-19,1520,Nilüferköy Mh.,105.0,2158.46,0.0,0.0,20
2025-12-19,1520,Tahtalı Mh.,130.0,53.41,0.0,0.0,10
2025-12-19,1520,Unçukuru Mh.,2328.0,9695.45,1552.0,1552.0,207
2025-12-19,1520,Yaylacık Mh.,50.0,12.26,0.0,0.0,4
2025-12-19,1520,Yenikent Mh.,967.0,10219.63,342.0,342.0,101
2025-12-19,1520,Yolçatı Mh.,120.0,1067.01,0.0,0.0,12
2025-12-19,1520,Çalı Mh.,70.0,13.14,0.0,0.0,7
2025-12-19,1520,Üçevler Mh.,496.0,5240.93,271.0,271.0,44
2025-12-19,1520,İrfaniye Mh.,69.0,583.04,0.0,0.0,7
2025-12-19,2424,23 Nisan Mh.,81.0,500.52,0.0,0.0,10
2025-12-19,2424,Ahmet Yesevi Mh.,60.0,297.49,0.0,0.0,7
2025-12-19,2424,Alaaddinbey Mh.,31544.0,5240.35,81.0,1675445.0,144
2025-12-19,2424,Balat Mh.,80.0,388.44,0.0,0.0,9
2025-12-19,2424,Balat OSB Mh.,116.0,204.68,0.0,0.0,5
2025-12-19,2424,Beşevler Mh.,37.0,66.03999999999999,25.0,25.0,5
2025-12-19,2424,Cumhuriyet Mh.,103.0,180.48,16.0,16.0,8
2025-12-19,2424,Demirci Mh.,157.0,19.759999999999998,0.0,0.0,21
2025-12-19,2424,Esentepe Mh.,234.0,411.1,143.0,143.0,21
2025-12-19,2424,Fethiye Mh.,200.0,23.56,73.0,73.0,1
2025-12-19,2424,Fethiye OSB Mh.,230.0,1409.9,45.0,45.0,30
2025-12-19,2424,Geçit Mh.,1726.0,3064.61,103.0,6768.0,87
2025-12-19,2424,Işıktepe Mh.,31.0,194.46,0.0,0.0,4
2025-12-19,2424,Işıktepe OSB Mh.,79.0,640.13,15.0,15.0,13
2025-12-19,2424,Karaman Mh.,3733.0,1391.38,4178.0,4178.0,157
2025-12-19,2424,Konak Mh.,74.0,57.75,0.0,0.0,11
2025-12-19,2424,Kültür Mh.,119.0,52.85,0.0,0.0,13
2025-12-19,2424,Minareliçavuş Bursa OSB Mh.,39.0,162.34,0.0,0.0,4
2025-12-19,2424,Nilüferköy Mh.,84.0,854.63,0.0,0.0,21
2025-12-19,2424,Yenikent Mh.,1140.0,4142.08,457.0,457.0,124
2025-12-19,2424,Üçevler Mh.,545.0,2425.21,117.0,134.0,76
2025-12-19,2424,İhsaniye Mh.,12975.0,10994.34,12935.0,12935.0,681
2025-12-19,2535,23 Nisan Mh.,59.0,1349.54,0.0,0.0,11
2025-12-19,2535,29 Ekim Mh.,80.0,64.4,0.0,0.0,11
2025-12-19,2535,Ahmet Yesevi Mh.,164.0,1722.29,0.0,0.0,21
2025-12-19,2535,Alaaddinbey Mh.,30917.0,9224.28,6446.0,3503907.0,184
2025-12-19,2535,Balat Mh.,582.0,5855.3,0.0,0.0,79
2025-12-19,2535,Balat OSB Mh.,52.0,467.98,0.0,0.0,4
2025-12-19,2535,Balkan Mh.,4552.0,6176.18,4368.0,4368.0,295
2025-12-19,2535,Doğanköy Mh.,400.0,2683.61,0.0,0.0,41
2025-12-19,2535,Dumlupınar Mh.,325.0,2393.55,0.0,0.0,51
2025-12-19,2535,Ertuğrul Mh.,121.0,91.38,32.0,32.0,20
2025-12-19,2535,Fethiye OSB Mh.,233.0,3112.96,68.0,68.0,26
2025-12-19,2535,Geçit Mh.,1615.0,12362.58,760.0,760.0,162
2025-12-19,2535,Görükle Mh.,1009.0,6711.9,0.0,0.0,116
2025-12-19,2535,Işıktepe Mh.,31.0,727.66,0.0,0.0,6
2025-12-19,2535,Işıktepe OSB Mh.,111.0,1706.63,76.0,76.0,14
2025-12-19,2535,Kurtuluş Mh.,12800.0,41037.03,12021.0,12021.0,720
2025-12-19,2535,Minareliçavuş Bursa OSB Mh.,19.0,471.44,0.0,0.0,4
2025-12-19,2535,Nilüferköy Mh.,172.0,3151.02,0.0,0.0,37
2025-12-19,2535,Yapı Kredi Bankası ATM - Nilüfer Balkan Mahallesi,13.0,31.08,0.0,0.0,2
2025-12-19,2535,Yenikent Mh.,2566.0,17447.29,1831.0,1831.0,227
2025-12-19,2535,Yolçatı Mh.,350.0,2236.78,0.0,0.0,35
2025-12-19,2535,Yüzüncüyıl Mh.,30.0,21.509999999999998,0.0,0.0,3
2025-12-19,2535,Üçevler Mh.,368.0,5116.42,142.0,142.0,41
2025-12-19,2679,23 Nisan Mh.,50.0,552.08,0.0,0.0,9
2025-12-19,2679,30 Ağustos Zafer Mh.,15517.0,8277.02,18649.0,18649.0,488
2025-12-19,2679,Ahmet Yesevi Mh.,50.0,323.08,0.0,0.0,6
2025-12-19,2679,Alaaddinbey Mh.,31970.0,5243.01,4427.0,3673935.0,150
2025-12-19,2679,Balat Mh.,229.0,1320.97,0.0,0.0,30
2025-12-19,2679,Balat OSB Mh.,40.0,167.63,0.0,0.0,3
2025-12-19,2679,Doğanköy Mh.,130.0,469.51,0.0,0.0,13
2025-12-19,2679,Fethiye OSB Mh.,184.0,1340.05,21.0,21.0,23
2025-12-19,2679,Geçit Mh.,629.0,3720.83,30.0,30.0,82
2025-12-19,2679,Görükle Mh.,306.0,941.42,0.0,0.0,33
2025-12-19,2679,Işıktepe Mh.,21.0,239.58,0.0,0.0,4
2025-12-19,2679,Işıktepe OSB Mh.,76.0,666.99,39.0,39.0,11
2025-12-19,2679,Kurtuluş Mh.,663.0,901.76,413.0,413.0,52
2025-12-19,2679,Minareliçavuş Bursa OSB Mh.,20.0,169.99,0.0,0.0,3
2025-12-19,2679,Nilüferköy Mh.,90.0,937.61,0.0,0.0,18
2025-12-19,2679,Tahtalı Mh.,992.0,591.19,420.0,420.0,90
2025-12-19,2679,Yaylacık Mh.,70.0,22.060000000000002,0.0,0.0,7
2025-12-19,2679,Yenikent Mh.,1357.0,4927.29,871.0,871.0,109
2025-12-19,2679,Yolçatı Mh.,120.0,398.99,0.0,0.0,12
2025-12-19,2679,Çalı Mh.,90.0,22.38,0.0,0.0,12
2025-12-19,2679,Üçevler Mh.,293.0,1840.24,111.0,111.0,29
2025-12-19,2824,23 Nisan Mh.,129.0,797.3,0.0,0.0,18
2025-12-19,2824,Ahmet Yesevi Mh.,79.0,326.48,0.0,0.0,9
2025-12-19,2824,Alaaddinbey Mh.,33684.0,9778.42,7528.0,1275974.0,261
2025-12-19,2824,Ataevler Mh.,638.0,474.48,1236.0,1236.0,39
2025-12-19,2824,Balat Mh.,89.0,366.46,0.0,0.0,10
2025-12-19,2824,Balat OSB Mh.,45.0,347.90999999999997,0.0,0.0,9
2025-12-19,2824,Barış Mh.,330.0,87.84,7.0,7.0,15
2025-12-19,2824,Beşevler Mh.,163.0,56.68,87.0,87.0,15
2025-12-19,2824,Cumhuriyet Mh.,15599.0,7216.47,16132.0,16132.0,641
2025-12-19,2824,Demirci Mh.,84.0,10.75,0.0,0.0,13
2025-12-19,2824,Ertuğrul Mh.,26.0,319.36,0.0,0.0,7
2025-12-19,2824,Fethiye Mh.,526.0,366.78000000000003,184.0,184.0,21
2025-12-19,2824,Fethiye OSB Mh.,225.0,1243.62,54.0,54.0,31
2025-12-19,2824,Geçit Mh.,1896.0,2368.46,6314.0,6314.0,82
2025-12-19,2824,Işıktepe Mh.,19.0,212.81,0.0,0.0,5
2025-12-19,2824,Işıktepe OSB Mh.,80.0,689.4200000000001,27.0,27.0,16
2025-12-19,2824,Minareliçavuş Bursa OSB Mh.,21.0,196.21999999999997,0.0,0.0,5
2025-12-19,2824,Nilüferköy Mh.,88.0,657.69,0.0,0.0,19
2025-12-19,2824,Yenikent Mh.,1400.0,2866.93,761.0,761.0,105
2025-12-19,2824,Üçevler Mh.,317.0,1031.34,62.0,62.0,41
2025-12-19,3286,23 Nisan Mh.,74.0,646.91,0.0,0.0,12
2025-12-19,3286,Alaaddinbey Mh.,33300.0,5610.4,4631.0,3007955.0,162
2025-12-19,3286,Balat OSB Mh.,23.0,146.16,0.0,0.0,3
2025-12-19,3286,Beşevler Mh.,215.0,104.79,0.0,0.0,23
2025-12-19,3286,Demirci Mh.,122.0,17.74,22.0,22.0,17
2025-12-19,3286,Fethiye OSB Mh.,251.0,1424.08,77.0,77.0,28
2025-12-19,3286,Geçit Mh.,768.0,2361.24,7.0,7.0,57
2025-12-19,3286,Gümüştepe Mh.,987.0,1518.52,759.0,759.0,73
2025-12-19,3286,Işıktepe Mh.,30.0,156.95999999999998,0.0,0.0,3
2025-12-19,3286,Işıktepe OSB Mh.,100.0,583.36,53.0,53.0,11
2025-12-19,3286,Konak Mh.,130.0,124.9,0.0,0.0,17
2025-12-19,3286,Minareliçavuş Bursa OSB Mh.,20.0,196.12,0.0,0.0,4
2025-12-19,3286,Odunluk Mh.,14646.0,10490.41,18826.0,18826.0,608
2025-12-19,3286,Yenikent Mh.,1317.0,4659.29,1602.0,1602.0,111
2025-12-19,3286,Çamlıca Mh.,133.0,192.44,40.0,40.0,12
2025-12-19,3286,Üçevler Mh.,489.0,2225.25,157.0,157.0,58
2025-12-19,4257,23 Nisan Mh.,108.0,1938.3,0.0,0.0,16
2025-12-19,4257,29 Ekim Mh.,1816.0,6145.82,1458.0,1458.0,108
2025-12-19,4257,Ahmet Yesevi Mh.,134.0,1512.43,0.0,0.0,17
2025-12-19,4257,Alaaddinbey Mh.,19688.0,20585.59,8858.0,944953.0,157
2025-12-19,4257,Altınşehir Mh.,1163.0,4446.75,1285.0,1285.0,98
2025-12-19,4257,Ataevler Mh.,10.0,181.94,0.0,0.0,2
2025-12-19,4257,Balat Mh.,488.0,6420.16,0.0,0.0,65
2025-12-19,4257,Balat OSB Mh.,65.0,960.7,0.0,0.0,8
2025-12-19,4257,Barış Mh.,189.0,165.03,207.0,207.0,12
2025-12-19,4257,Beşevler Mh.,2786.0,12966.51,2761.0,2761.0,90
2025-12-19,4257,Cumhuriyet Mh.,624.0,556.33,430.0,430.0,54
2025-12-19,4257,Demirci Mh.,83.0,1972.46,0.0,0.0,12
2025-12-19,4257,Doğanköy Mh.,541.0,3892.74,0.0,0.0,58
2025-12-19,4257,Dumlupınar Mh.,8014.0,30682.74,6625.0,11714.0,296
2025-12-19,4257,Ertuğrul Mh.,529.0,2434.0,366.0,366.0,42
2025-12-19,4257,Esentepe Mh.,693.0,559.45,510.0,510.0,37
2025-12-19,4257,Fethiye Mh.,2807.0,1255.13,3662.0,3662.0,115
2025-12-19,4257,Fethiye OSB Mh.,309.0,5634.69,28.0,28.0,43
2025-12-19,4257,Geçit Mh.,1628.0,17478.3,22.0,22.0,201
2025-12-19,4257,Görükle Mh.,16622.0,84754.79,15058.0,15473.0,799
2025-12-19,4257,Işıktepe Mh.,40.0,585.8299999999999,0.0,0.0,5
2025-12-19,4257,Işıktepe OSB Mh.,205.0,3581.48,121.0,121.0,26
2025-12-19,4257,Karaman Mh.,23.0,16.29,0.0,0.0,3
2025-12-19,4257,Konak Mh.,2704.0,318.99,1971.0,3676.0,125
2025-12-19,4257,Minareliçavuş Bursa OSB Mh.,40.0,810.52,0.0,0.0,7
2025-12-19,4257,Minareliçavuş Mh.,30.0,163.63,0.0,0.0,4
2025-12-19,4257,Nilüferköy Mh.,176.0,3359.13,0.0,0.0,39
2025-12-19,4257,Odunluk Mh.,129.0,51.410000000000004,179.0,179.0,10
2025-12-19,4257,Yapı Kredi Bankası ATM - Bursa Görükle Çek Mahallesi,9.0,57.99,20.0,20.0,1
2025-12-19,4257,Yenikent Mh.,2385.0,21675.97,821.0,821.0,247
2025-12-19,4257,Yolçatı Mh.,230.0,2464.89,0.0,0.0,24
2025-12-19,4257,Yüzüncüyıl Mh.,70.0,563.99,0.0,0.0,7
2025-12-19,4257,Üçevler Mh.,685.0,11812.22,186.0,186.0,84
2025-12-19,4257,İhsaniye Mh.,1724.0,1390.57,1721.0,1721.0,109
2025-12-19,4582,19 Mayıs Mh.,323.0,140.71,19.0,19.0,15
2025-12-19,4582,23 Nisan Mh.,4557.0,12028.57,5406.0,5406.0,170
2025-12-19,4582,29 Ekim Mh.,4242.0,4217.82,5050.0,5050.0,185
2025-12-19,4582,Ahmet Yesevi Mh.,1264.0,3510.0,877.0,877.0,84
2025-12-19,4582,Alaaddinbey Mh.,29694.0,14731.65,11268.0,3276259.0,315
2025-12-19,4582,Altınşehir Mh.,961.0,4825.14,644.0,644.0,68
2025-12-19,4582,Ataevler Mh.,1787.0,5394.89,1822.0,1822.0,72
2025-12-19,4582,Balat Mh.,3431.0,6113.95,3838.0,3838.0,186
2025-12-19,4582,Doğanköy Mh.,705.0,5668.93,111.0,111.0,78
2025-12-19,4582,Ertuğrul Mh.,992.0,3727.11,617.0,617.0,75
2025-12-19,4582,Fethiye Mh.,477.0,1534.8500000000001,56.0,56.0,20
2025-12-19,4582,Geçit Mh.,1281.0,9015.3,173.0,173.0,156
2025-12-19,4582,Işıktepe OSB Mh.,86.0,726.04,0.0,0.0,10
2025-12-19,4582,Minareliçavuş Mh.,481.0,2085.08,288.0,288.0,33
2025-12-19,4582,Minareliçavuş OSB Mh.,180.0,345.6,2.0,2.0,20
2025-12-19,4582,Nilüferköy Mh.,268.0,3199.64,24.0,24.0,46
2025-12-19,4582,Yenikent Mh.,2136.0,9826.19,1228.0,1228.0,187
2025-12-19,4582,Yüzüncüyıl Mh.,2870.0,4686.5,3554.0,3554.0,149
2025-12-19,4582,Özlüce Mh.,295.0,570.73,43.0,43.0,37
2025-12-19,4582,Üçevler Mh.,548.0,5131.32,189.0,189.0,52
2025-12-19,4657,29 Ekim Mh.,200.0,126.87,81.0,81.0,24
2025-12-19,4657,Alaaddinbey Mh.,45293.0,5918.62,37819.0,1644314.0,326
2025-12-19,4657,Balkan Mh.,564.0,637.37,327.0,327.0,41
2025-12-19,4657,Dumlupınar Mh.,140.0,192.77,0.0,0.0,16
2025-12-19,4657,Ertuğrul Mh.,45.0,35.46,0.0,0.0,8
2025-12-19,4657,Görükle Mh.,140.0,126.26,0.0,0.0,14
2025-12-19,4657,Kurtuluş Mh.,190.0,459.31,0.0,0.0,24
2025-12-19,4657,Yaylacık Mh.,20.0,47.14,0.0,0.0,2
2025-12-19,4657,Yüzüncüyıl Mh.,40.0,28.91,0.0,0.0,4
2025-12-19,4657,Ürünlü Mh.,130.0,290.7,0.0,0.0,13
2025-12-19,4657,Üçevler Mh.,65.0,256.11,6.0,6.0,9
2025-12-19,4657,İrfaniye Mh.,111.0,140.77,59.0,59.0,10
2025-12-19,4811,23 Nisan Mh.,67.0,582.88,0.0,0.0,9
2025-12-19,4811,29 Ekim Mh.,117.0,81.23,48.0,48.0,15
2025-12-19,4811,Ahmet Yesevi Mh.,40.0,283.73,0.0,0.0,5
2025-12-19,4811,Alaaddinbey Mh.,35208.0,6770.95,8924.0,3783295.0,200
2025-12-19,4811,Balat Mh.,267.0,1468.36,0.0,0.0,31
2025-12-19,4811,Balat OSB Mh.,56.0,235.8,0.0,0.0,4
2025-12-19,4811,Doğanköy Mh.,160.0,626.82,0.0,0.0,16
2025-12-19,4811,Dumlupınar Mh.,14166.0,13500.28,13476.0,13476.0,681
2025-12-19,4811,Ertuğrul Mh.,115.0,48.88,30.0,30.0,11
2025-12-19,4811,Fethiye OSB Mh.,205.0,1540.45,35.0,35.0,25
2025-12-19,4811,Geçit Mh.,992.0,4453.95,45.0,436.0,89
2025-12-19,4811,Görükle Mh.,616.0,1570.96,0.0,0.0,68
2025-12-19,4811,Işıktepe Mh.,30.0,189.5,0.0,0.0,3
2025-12-19,4811,Işıktepe OSB Mh.,97.0,830.43,35.0,35.0,13
2025-12-19,4811,Minareliçavuş Bursa OSB Mh.,19.0,119.85,0.0,0.0,2
2025-12-19,4811,Nilüferköy Mh.,85.0,1051.2,0.0,0.0,19
2025-12-19,4811,Yenikent Mh.,1007.0,4821.81,397.0,397.0,100
2025-12-19,4811,Yolçatı Mh.,130.0,468.3,0.0,0.0,13
2025-12-19,4811,Yüzüncüyıl Mh.,40.0,28.13,0.0,0.0,4
2025-12-19,4811,Üçevler Mh.,411.0,3270.69,108.0,108.0,49
2025-12-19,5012,23 Nisan Mh.,32.0,827.83,0.0,0.0,9
2025-12-19,5012,Ahmet Yesevi Mh.,79.0,712.87,0.0,0.0,9
2025-12-19,5012,Alaaddinbey Mh.,21746.0,8075.84,9354.0,524893.0,793
2025-12-19,5012,Ataevler Mh.,80.0,824.91,0.0,0.0,9
2025-12-19,5012,Balat Mh.,259.0,2536.29,0.0,0.0,36
2025-12-19,5012,Balat OSB Mh.,50.0,406.86,0.0,0.0,5
2025-12-19,5012,Barış Mh.,130.0,1177.24,0.0,0.0,13
2025-12-19,5012,Doğanköy Mh.,120.0,725.75,0.0,0.0,12
2025-12-19,5012,Esentepe Mh.,3126.0,3165.6,119.0,40014.0,37
2025-12-19,5012,Fethiye Mh.,334.0,3631.73,223.0,223.0,43
2025-12-19,5012,Fethiye OSB Mh.,90.0,1079.32,0.0,0.0,13
2025-12-19,5012,Geçit Mh.,1165.0,7713.96,142.0,1372.0,107
2025-12-19,5012,Görükle Mh.,489.0,3245.01,0.0,0.0,64
2025-12-19,5012,Karaman Mh.,207.0,2636.07,20.0,20.0,30
2025-12-19,5012,Kurtuluş Mh.,342.0,2096.07,237.0,237.0,47
2025-12-19,5012,Minareliçavuş Bursa OSB Mh.,20.0,164.19,0.0,0.0,2
2025-12-19,5012,Nilüferköy Mh.,83.0,1472.2,0.0,0.0,19
2025-12-19,5012,Tahtalı Mh.,826.0,1621.39,540.0,540.0,64
2025-12-19,5012,Yaylacık Mh.,194.0,439.3,45.0,45.0,23
2025-12-19,5012,Yenikent Mh.,1100.0,8096.33,666.0,666.0,116
2025-12-19,5012,Yolçatı Mh.,120.0,691.6,0.0,0.0,12
2025-12-19,5012,Çalı Mh.,62.0,44.37,69.0,69.0,9
2025-12-19,5012,Ürünlü Mh.,12558.0,35657.3,9997.0,14933.0,1039
2025-12-19,5012,Üçevler Mh.,297.0,3366.25,80.0,80.0,36
2025-12-19,5012,İhsaniye Mh.,100.0,890.64,0.0,0.0,10
2025-12-19,5506,23 Nisan Mh.,63.0,770.48,0.0,0.0,11
2025-12-19,5506,Ahmet Yesevi Mh.,138.0,757.4,0.0,0.0,16
2025-12-19,5506,Alaaddinbey Mh.,34195.0,8155.87,4705.0,2504584.0,173
2025-12-19,5506,Ataevler Mh.,130.0,93.32000000000001,0.0,0.0,17
2025-12-19,5506,Balat Mh.,182.0,953.82,0.0,0.0,20
2025-12-19,5506,Balat OSB Mh.,96.0,524.96,0.0,0.0,10
2025-12-19,5506,Beşevler Mh.,107.0,238.0,81.0,81.0,10
2025-12-19,5506,Demirci Mh.,102.0,15.1,0.0,0.0,14
2025-12-19,5506,Esentepe Mh.,14713.0,13075.77,15221.0,15221.0,513
2025-12-19,5506,Fethiye Mh.,211.0,402.14,0.0,0.0,29
2025-12-19,5506,Fethiye OSB Mh.,269.0,1933.57,41.0,41.0,33
2025-12-19,5506,Geçit Mh.,1355.0,5272.25,1190.0,1190.0,133
2025-12-19,5506,Işıktepe Mh.,31.0,411.54,0.0,0.0,6
2025-12-19,5506,Işıktepe OSB Mh.,77.0,762.12,31.0,31.0,11
2025-12-19,5506,Minareliçavuş Bursa OSB Mh.,40.0,201.0,0.0,0.0,4
2025-12-19,5506,Nilüferköy Mh.,179.0,1734.93,0.0,0.0,38
2025-12-19,5506,Yenikent Mh.,1962.0,8254.94,799.0,799.0,208
2025-12-19,5506,Üçevler Mh.,565.0,3298.83,179.0,179.0,66
2025-12-19,7873,23 Nisan Mh.,93.0,765.62,23.0,23.0,11
2025-12-19,7873,30 Ağustos Zafer Mh.,395.0,1357.71,0.0,0.0,46
2025-12-19,7873,Ahmet Yesevi Mh.,90.0,743.0,0.0,0.0,12
2025-12-19,7873,Alaaddinbey Mh.,35263.0,7013.46,7255.0,4780445.0,186
2025-12-19,7873,Balat Mh.,257.0,1693.04,0.0,0.0,32
2025-12-19,7873,Balat OSB Mh.,60.0,384.65999999999997,0.0,0.0,6
2025-12-19,7873,Doğanköy Mh.,120.0,526.13,0.0,0.0,12
2025-12-19,7873,Fethiye OSB Mh.,275.0,2129.15,102.0,102.0,32
2025-12-19,7873,Geçit Mh.,1518.0,5095.0,321.0,3109.0,95
2025-12-19,7873,Görükle Mh.,285.0,1264.58,0.0,0.0,35
2025-12-19,7873,Işıktepe Mh.,20.0,136.38,0.0,0.0,2
2025-12-19,7873,Işıktepe OSB Mh.,100.0,895.41,67.0,67.0,13
2025-12-19,7873,Kayapa Mh.,6075.0,13739.97,4838.0,4838.0,675
2025-12-19,7873,Kurtuluş Mh.,254.0,710.71,166.0,166.0,22
2025-12-19,7873,Minareliçavuş Bursa OSB Mh.,20.0,129.8,0.0,0.0,2
2025-12-19,7873,Nilüferköy Mh.,108.0,1266.39,0.0,0.0,21
2025-12-19,7873,Tahtalı Mahallesi,13.0,18.23,18.0,18.0,3
2025-12-19,7873,Tahtalı Mh.,5001.0,4331.78,4202.0,4202.0,450
2025-12-19,7873,Yaylacık Mh.,92.0,45.67,0.0,0.0,14
2025-12-19,7873,Yenikent Mh.,1169.0,5835.89,522.0,522.0,110
2025-12-19,7873,Yolçatı Mh.,120.0,491.18,0.0,0.0,12
2025-12-19,7873,Çalı Mh.,132.0,33.58,14.0,14.0,17
2025-12-19,7873,Üçevler Mh.,420.0,2939.1,301.0,301.0,41
2025-12-19,7912,23 Nisan Mh.,104.0,634.13,0.0,0.0,18
2025-12-19,7912,Ahmet Yesevi Mh.,60.0,347.6,0.0,0.0,9
2025-12-19,7912,Alaaddinbey Mh.,32583.0,4727.24,26116.0,2942614.0,158
2025-12-19,7912,Ataevler Mh.,152.0,323.3,41.0,41.0,17
2025-12-19,7912,Balat Mh.,80.0,351.36,0.0,0.0,9
2025-12-19,7912,Balat OSB Mh.,39.0,121.78,0.0,0.0,3
2025-12-19,7912,Beşevler Mh.,611.0,559.22,554.0,554.0,33
2025-12-19,7912,Demirci Mh.,117.0,17.330000000000002,27.0,27.0,16
2025-12-19,7912,Fethiye Mh.,240.0,286.97,89.0,89.0,14
2025-12-19,7912,Fethiye OSB Mh.,390.0,1273.21,20.0,20.0,31
